scenario,final_lose_state
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 0, 2)","[['O' 'X' 'X']
 ['X' 'O' '.']
 ['X' 'O' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 1, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 0, 2, 2)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 1, 0, 0)","[['X' 'O' 'X']
 ['O' 'O' 'O']
 ['X' 'X' '.']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
"(2, 2, 2, 1)","[['X' 'X' '.']
 ['O' 'O' 'O']
 ['X' 'O' 'X']]"
